time,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),soil_temperature_0_to_7cm (°C),soil_temperature_7_to_28cm (°C),soil_moisture_0_to_7cm (m³/m³),soil_moisture_7_to_28cm (m³/m³),wind_speed_10m (km/h),latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
2025-04-12 16:00:00,9.1,61,0.10,9.6,6.6,0.369,0.308,12.6,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-12 17:00:00,9.0,61,0.00,9.5,6.8,0.366,0.309,10.3,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-12 18:00:00,9.2,59,0.00,9.4,7.0,0.363,0.309,10.0,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-12 19:00:00,8.7,61,0.00,9.0,7.1,0.360,0.309,5.7,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-12 20:00:00,7.1,72,0.00,8.3,7.2,0.358,0.31,2.7,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-12 21:00:00,4.9,81,0.00,7.0,7.2,0.357,0.31,3.1,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-12 22:00:00,4.1,87,0.00,6.3,7.1,0.355,0.311,3.0,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-12 23:00:00,3.4,92,0.00,5.7,7.1,0.354,0.311,2.0,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-13 00:00:00,2.4,92,0.00,5.0,6.9,0.352,0.311,1.6,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-13 01:00:00,2.4,90,0.00,4.5,6.8,0.351,0.311,1.9,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-13 02:00:00,2.4,89,0.00,4.1,6.6,0.350,0.311,1.9,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-13 03:00:00,2.2,90,0.00,3.7,6.4,0.349,0.312,3.1,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-13 04:00:00,3.4,85,0.00,5.1,6.8,0.328,0.31,2.9,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-13 05:00:00,3.4,86,0.00,4.7,6.6,0.327,0.31,3.1,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-13 06:00:00,3.4,87,0.00,4.4,6.5,0.327,0.31,2.9,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-13 07:00:00,3.4,87,0.00,4.3,6.4,0.327,0.31,2.2,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-13 08:00:00,5.1,83,0.00,4.7,6.2,0.326,0.31,1.8,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-13 09:00:00,7.8,72,0.00,5.9,6.2,0.326,0.309,0.9,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-13 10:00:00,10.2,63,0.00,7.7,6.2,0.324,0.309,3.4,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-13 11:00:00,11.9,58,0.00,9.5,6.4,0.323,0.309,5.5,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-13 12:00:00,13.0,53,0.00,10.8,6.7,0.321,0.308,5.4,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-13 13:00:00,13.4,49,0.00,11.5,6.9,0.319,0.308,6.9,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-13 14:00:00,14.5,45,0.00,12.5,7.3,0.317,0.307,7.6,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-13 15:00:00,14.7,44,0.00,12.8,7.6,0.315,0.307,9.0,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-13 16:00:00,18.2,30,0.00,14.4,7.6,0.320,0.311,3.3,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-13 17:00:00,17.1,35,0.00,14.7,8.0,0.318,0.31,9.3,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-13 18:00:00,14.8,51,0.00,14.2,8.4,0.316,0.31,12.8,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-13 19:00:00,13.3,58,0.00,13.2,8.7,0.316,0.31,6.5,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-13 20:00:00,10.4,69,0.00,11.7,8.9,0.315,0.31,5.4,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-13 21:00:00,9.1,75,0.00,10.3,9.0,0.315,0.309,4.0,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-13 22:00:00,8.8,73,0.00,9.0,9.0,0.315,0.309,1.5,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-13 23:00:00,7.7,78,0.00,8.0,8.9,0.315,0.309,2.5,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-14 00:00:00,6.5,82,0.00,7.1,8.8,0.315,0.309,2.7,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-14 01:00:00,5.9,84,0.00,6.4,8.6,0.315,0.309,1.3,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-14 02:00:00,5.2,88,0.00,5.8,8.4,0.314,0.309,0.5,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-14 03:00:00,4.1,92,0.00,5.3,8.2,0.314,0.309,3.0,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-14 04:00:00,4.5,90,0.00,6.3,8.4,0.353,0.334,3.0,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-14 05:00:00,4.4,91,0.00,5.7,8.2,0.352,0.334,1.6,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-14 06:00:00,4.4,92,0.00,5.4,8.0,0.352,0.334,1.3,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-14 07:00:00,4.6,94,0.00,5.3,7.8,0.351,0.334,1.9,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-14 08:00:00,5.3,95,0.00,5.7,7.6,0.350,0.334,3.1,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-14 09:00:00,5.4,96,0.00,6.1,7.5,0.350,0.333,1.6,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-14 10:00:00,6.6,90,0.00,6.8,7.4,0.349,0.333,1.1,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-14 11:00:00,8.2,83,0.00,7.8,7.4,0.348,0.333,3.5,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-14 12:00:00,9.0,81,0.00,8.4,7.4,0.347,0.333,5.5,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-14 13:00:00,10.7,74,0.00,9.5,7.5,0.346,0.332,5.8,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-14 14:00:00,11.5,70,0.00,10.2,7.7,0.345,0.332,5.8,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-14 15:00:00,11.9,68,0.00,10.7,7.8,0.343,0.332,6.9,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-14 16:00:00,12.0,68,0.00,10.8,7.9,0.328,0.331,6.4,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-14 17:00:00,12.1,68,0.00,11.0,8.0,0.328,0.33,6.3,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-14 18:00:00,11.5,71,0.00,10.8,8.2,0.327,0.33,5.6,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-14 19:00:00,10.6,83,0.00,10.3,8.3,0.327,0.33,1.8,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-14 20:00:00,9.9,84,0.00,9.8,8.4,0.327,0.33,2.4,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-14 21:00:00,9.5,86,0.00,9.4,8.5,0.327,0.329,2.9,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-14 22:00:00,9.4,87,0.00,9.0,8.5,0.327,0.329,0.6,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-14 23:00:00,9.3,87,0.00,8.8,8.5,0.327,0.329,0.4,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-15 00:00:00,8.8,87,0.00,8.4,8.5,0.327,0.328,0.9,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-15 01:00:00,7.0,92,0.00,7.7,8.4,0.327,0.328,2.5,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-15 02:00:00,7.1,95,0.00,7.5,8.3,0.327,0.328,3.3,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-15 03:00:00,7.0,96,0.00,7.5,8.2,0.327,0.328,2.5,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-15 04:00:00,8.0,92,0.00,9.5,8.5,0.330,0.334,4.2,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-15 05:00:00,7.5,93,0.00,9.0,8.5,0.330,0.334,2.9,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-15 06:00:00,7.1,95,0.00,8.6,8.5,0.330,0.334,1.8,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-15 07:00:00,7.0,94,0.00,8.3,8.5,0.330,0.333,1.0,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-15 08:00:00,7.3,89,0.00,8.2,8.4,0.330,0.333,1.1,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-15 09:00:00,8.3,61,0.00,8.5,8.4,0.330,0.333,3.1,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-15 10:00:00,9.8,52,0.00,9.5,8.4,0.329,0.332,2.8,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-15 11:00:00,10.7,47,0.00,10.4,8.5,0.328,0.332,2.9,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-15 12:00:00,10.9,45,0.00,10.9,8.6,0.327,0.331,1.9,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-15 13:00:00,10.4,47,0.00,10.9,8.7,0.326,0.331,1.7,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-15 14:00:00,10.1,49,0.10,10.8,8.8,0.327,0.33,2.1,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-15 15:00:00,10.0,51,0.10,10.7,8.9,0.327,0.33,2.4,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-15 16:00:00,8.0,82,1.30,9.3,8.5,0.345,0.328,1.9,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-15 17:00:00,8.0,86,1.20,8.9,8.5,0.358,0.328,2.7,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-15 18:00:00,8.2,87,0.30,8.8,8.5,0.359,0.328,1.0,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-15 19:00:00,8.4,86,0.00,8.8,8.5,0.358,0.328,0.6,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-15 20:00:00,7.1,92,0.00,8.3,8.5,0.357,0.328,0.2,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-15 21:00:00,7.0,92,0.00,7.8,8.4,0.356,0.328,0.0,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-15 22:00:00,6.4,93,0.00,7.3,8.3,0.355,0.328,0.8,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-15 23:00:00,5.6,96,0.00,6.7,8.2,0.354,0.328,1.2,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-16 00:00:00,5.5,96,0.00,6.3,8.1,0.353,0.328,0.8,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-16 01:00:00,5.2,97,0.00,6.0,7.9,0.353,0.328,1.2,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-16 02:00:00,4.8,98,0.00,5.7,7.8,0.352,0.328,2.8,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-16 03:00:00,5.0,97,0.00,5.6,7.6,0.351,0.328,3.0,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-16 04:00:00,5.4,95,0.00,6.3,7.9,0.327,0.319,2.9,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-16 05:00:00,5.2,94,0.00,6.0,7.8,0.326,0.318,3.2,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-16 06:00:00,4.8,96,0.00,5.8,7.6,0.326,0.318,2.9,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-16 07:00:00,4.8,97,0.00,5.7,7.5,0.326,0.318,3.3,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-16 08:00:00,6.3,98,0.00,6.1,7.4,0.326,0.318,4.2,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-16 09:00:00,8.2,92,0.00,7.2,7.3,0.325,0.318,2.4,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-16 10:00:00,10.7,83,0.00,8.8,7.4,0.325,0.318,0.2,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-16 11:00:00,13.3,72,0.00,10.8,7.5,0.323,0.317,0.9,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-16 12:00:00,15.8,66,0.00,12.8,7.8,0.321,0.317,2.4,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-16 13:00:00,17.7,60,0.00,14.6,8.2,0.319,0.316,4.9,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-16 14:00:00,18.8,58,0.00,16.0,8.6,0.316,0.315,6.4,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-16 15:00:00,19.3,57,0.00,16.9,9.1,0.313,0.314,8.0,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-16 16:00:00,19.7,56,0.00,17.3,9.4,0.307,0.314,8.7,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-16 17:00:00,19.0,57,0.00,17.3,9.8,0.305,0.314,9.2,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-16 18:00:00,17.9,60,0.00,16.8,10.2,0.303,0.313,8.0,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-16 19:00:00,16.5,69,0.00,15.9,10.6,0.303,0.313,4.7,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-16 20:00:00,13.6,80,0.00,14.4,10.8,0.303,0.313,3.2,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-16 21:00:00,13.1,80,0.00,12.9,10.9,0.303,0.313,1.1,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-16 22:00:00,12.3,82,0.00,11.7,10.9,0.303,0.312,1.1,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-16 23:00:00,11.2,85,0.00,10.8,10.9,0.303,0.312,1.5,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-17 00:00:00,10.2,88,0.00,10.0,10.8,0.303,0.312,0.6,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-17 01:00:00,9.5,91,0.00,9.4,10.6,0.303,0.312,1.0,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-17 02:00:00,8.8,92,0.00,8.8,10.5,0.303,0.312,1.8,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-17 03:00:00,8.3,92,0.00,8.4,10.3,0.304,0.311,3.3,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-17 04:00:00,9.2,87,0.00,9.6,10.6,0.300,0.318,3.2,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-17 05:00:00,9.2,83,0.00,9.0,10.5,0.300,0.318,1.5,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-17 06:00:00,8.4,86,0.00,8.6,10.3,0.300,0.318,2.7,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-17 07:00:00,8.4,88,0.00,8.3,10.1,0.301,0.317,2.9,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-17 08:00:00,10.0,85,0.00,8.8,10.0,0.301,0.317,4.0,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-17 09:00:00,12.1,79,0.00,10.1,9.9,0.300,0.317,0.5,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-17 10:00:00,13.9,71,0.00,11.6,9.9,0.300,0.316,1.1,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-17 11:00:00,15.9,63,0.00,13.4,10.1,0.299,0.316,3.1,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-17 12:00:00,17.4,58,0.00,15.1,10.3,0.297,0.315,4.3,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-17 13:00:00,18.7,54,0.00,16.6,10.6,0.294,0.314,4.6,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-17 14:00:00,19.8,50,0.00,17.8,10.9,0.292,0.313,6.0,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-17 15:00:00,20.4,45,0.00,18.6,11.3,0.289,0.312,7.2,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-17 16:00:00,20.8,42,0.00,18.7,11.5,0.269,0.306,7.6,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-17 17:00:00,20.4,41,0.00,18.7,11.8,0.267,0.305,7.1,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-17 18:00:00,19.6,45,0.00,18.3,12.2,0.266,0.305,6.4,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-17 19:00:00,18.1,69,0.00,17.5,12.4,0.266,0.304,2.3,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-17 20:00:00,16.1,66,0.00,16.0,12.6,0.266,0.304,1.0,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-17 21:00:00,14.3,75,0.00,14.5,12.7,0.266,0.304,2.5,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-17 22:00:00,12.4,84,0.00,13.4,12.7,0.267,0.303,4.3,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-17 23:00:00,11.3,89,0.00,12.4,12.6,0.267,0.303,3.9,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-18 00:00:00,10.8,89,0.00,11.6,12.5,0.267,0.303,1.7,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-18 01:00:00,10.3,89,0.00,10.9,12.3,0.268,0.303,0.5,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-18 02:00:00,9.5,92,0.00,10.2,12.1,0.268,0.302,0.2,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-18 03:00:00,8.7,95,0.00,9.7,11.9,0.269,0.302,0.7,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-18 04:00:00,9.6,94,0.00,11.2,12.2,0.257,0.282,0.5,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-18 05:00:00,9.5,93,0.00,10.7,12.0,0.257,0.282,0.7,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-18 06:00:00,9.5,93,0.00,10.3,11.9,0.257,0.281,0.6,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-18 07:00:00,9.1,92,0.00,9.9,11.7,0.258,0.281,1.0,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-18 08:00:00,10.7,85,0.00,10.3,11.5,0.258,0.281,2.3,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-18 09:00:00,12.1,69,0.00,11.3,11.4,0.257,0.281,1.3,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-18 10:00:00,13.7,62,0.00,12.6,11.4,0.257,0.281,4.3,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-18 11:00:00,15.1,58,0.00,14.0,11.4,0.255,0.28,3.2,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-18 12:00:00,16.0,57,0.00,15.2,11.6,0.254,0.28,2.8,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-18 13:00:00,17.3,55,0.00,16.4,11.8,0.252,0.279,3.6,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-18 14:00:00,18.5,52,0.00,17.5,12.0,0.251,0.278,5.5,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-18 15:00:00,19.6,50,0.00,18.4,12.3,0.249,0.278,7.0,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-18 16:00:00,20.0,49,0.00,18.9,12.4,0.246,0.279,9.8,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-18 17:00:00,19.6,52,0.00,19.0,12.7,0.244,0.278,8.8,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-18 18:00:00,19.0,55,0.00,18.6,13.0,0.243,0.278,6.8,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-18 19:00:00,17.6,65,0.00,17.7,13.2,0.243,0.278,6.0,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-18 20:00:00,14.7,79,0.00,16.4,13.4,0.243,0.277,4.7,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-18 21:00:00,13.0,85,0.00,14.9,13.4,0.243,0.277,4.1,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-18 22:00:00,12.2,88,0.00,13.9,13.4,0.244,0.277,2.1,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-18 23:00:00,12.0,91,0.10,13.2,13.3,0.245,0.277,0.6,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-19 00:00:00,11.3,94,0.30,12.7,13.2,0.247,0.277,2.7,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-19 01:00:00,11.0,97,0.20,12.4,13.0,0.249,0.277,1.8,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-19 02:00:00,10.6,99,0.00,12.0,12.9,0.249,0.277,1.9,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-19 03:00:00,9.7,100,0.00,11.4,12.7,0.249,0.276,0.6,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-19 04:00:00,10.7,97,0.00,12.0,12.8,0.239,0.266,0.3,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-19 05:00:00,10.8,100,0.10,11.8,12.7,0.240,0.266,0.4,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-19 06:00:00,11.0,99,0.00,11.7,12.6,0.240,0.266,2.7,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-19 07:00:00,11.2,98,0.00,11.6,12.4,0.240,0.265,1.9,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-19 08:00:00,12.0,96,0.00,11.8,12.3,0.240,0.265,2.5,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-19 09:00:00,12.8,93,0.00,12.3,12.2,0.240,0.265,1.3,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-19 10:00:00,13.9,85,0.00,12.9,12.2,0.241,0.265,3.8,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-19 11:00:00,14.1,77,0.00,13.5,12.2,0.241,0.265,8.6,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-19 12:00:00,14.0,73,0.00,13.9,12.2,0.240,0.265,10.5,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-19 13:00:00,15.1,64,0.00,14.8,12.3,0.239,0.264,9.5,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-19 14:00:00,16.4,57,0.00,15.9,12.4,0.238,0.264,11.7,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-19 15:00:00,16.6,55,0.00,16.6,12.6,0.236,0.264,12.5,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-19 16:00:00,16.6,55,0.00,16.8,12.6,0.250,0.266,14.4,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-19 17:00:00,16.7,54,0.00,16.9,12.8,0.249,0.265,15.2,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-19 18:00:00,16.2,56,0.00,16.4,12.9,0.248,0.265,12.6,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-19 19:00:00,15.2,62,0.00,15.8,13.0,0.247,0.265,8.4,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-19 20:00:00,13.0,72,0.00,14.7,13.1,0.247,0.265,5.3,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-19 21:00:00,10.8,84,0.00,13.5,13.1,0.247,0.265,4.4,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-19 22:00:00,9.8,91,0.00,12.6,13.0,0.247,0.265,5.4,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-19 23:00:00,8.6,95,0.00,11.8,12.9,0.247,0.265,5.1,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-20 00:00:00,7.8,97,0.00,11.1,12.7,0.247,0.265,3.3,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-20 01:00:00,7.3,96,0.00,10.5,12.5,0.247,0.264,2.2,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-20 02:00:00,6.9,96,0.00,9.9,12.3,0.247,0.264,1.6,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-20 03:00:00,6.9,94,0.00,9.4,12.1,0.247,0.264,2.3,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-20 04:00:00,5.9,98,0.00,9.3,12.1,0.246,0.255,4.2,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-20 05:00:00,5.7,97,0.00,8.8,11.8,0.246,0.255,4.2,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-20 06:00:00,5.5,97,0.00,8.4,11.6,0.246,0.255,4.1,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-04-20 07:00:00,5.6,96,0.00,8.1,11.4,0.246,0.255,4.3,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
