time,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),soil_temperature_0_to_7cm (°C),soil_temperature_7_to_28cm (°C),soil_moisture_0_to_7cm (m³/m³),soil_moisture_7_to_28cm (m³/m³),wind_speed_10m (km/h),latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
2025-05-09 17:00:00,18.3,48,0.00,23.6,16.2,0.097,0.131,12.1,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-09 18:00:00,16.6,52,0.00,22.3,16.4,0.097,0.131,13.4,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-09 19:00:00,15.9,54,0.00,21.0,16.5,0.097,0.131,10.3,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-09 20:00:00,15.2,57,0.00,19.7,16.6,0.097,0.131,9.5,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-09 21:00:00,14.2,66,0.00,18.5,16.6,0.097,0.131,6.2,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-09 22:00:00,13.2,77,0.10,17.4,16.6,0.098,0.131,4.1,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-09 23:00:00,13.4,78,0.10,16.6,16.6,0.099,0.131,3.7,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-10 00:00:00,13.1,80,0.20,15.9,16.5,0.101,0.131,3.8,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-10 01:00:00,12.9,81,0.40,15.2,16.4,0.104,0.131,4.5,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-10 02:00:00,12.5,85,0.50,14.5,16.3,0.107,0.131,3.8,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-10 03:00:00,12.0,94,0.50,13.9,16.2,0.114,0.131,3.7,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-10 04:00:00,11.8,97,1.30,13.7,16.2,0.128,0.132,4.5,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-10 05:00:00,11.6,97,1.20,13.3,16.0,0.144,0.132,3.6,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-10 06:00:00,11.5,94,1.90,13.0,15.9,0.169,0.132,2.3,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-10 07:00:00,11.6,92,2.40,12.8,15.7,0.201,0.132,2.6,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-10 08:00:00,11.7,91,2.50,12.7,15.5,0.233,0.132,2.4,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-10 09:00:00,11.7,91,1.20,12.7,15.3,0.248,0.132,2.7,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-10 10:00:00,12.4,82,0.60,13.0,15.2,0.254,0.132,2.6,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-10 11:00:00,12.0,85,0.50,13.1,15.0,0.258,0.132,1.6,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-10 12:00:00,12.3,86,0.30,13.3,14.9,0.260,0.133,0.9,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-10 13:00:00,13.2,84,0.10,14.0,14.8,0.260,0.133,3.3,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-10 14:00:00,13.8,75,0.10,14.7,14.8,0.260,0.133,5.7,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-10 15:00:00,13.3,73,1.10,14.7,14.7,0.269,0.133,7.5,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-10 16:00:00,13.0,75,0.30,15.8,14.8,0.236,0.133,2.3,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-10 17:00:00,12.6,79,0.10,15.5,14.8,0.236,0.133,5.4,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-10 18:00:00,12.3,79,0.50,15.0,14.8,0.240,0.133,5.1,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-10 19:00:00,11.8,84,0.30,14.5,14.8,0.241,0.133,5.2,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-10 20:00:00,11.3,86,0.20,13.8,14.7,0.242,0.133,3.7,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-10 21:00:00,11.1,88,0.20,13.2,14.6,0.244,0.133,3.3,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-10 22:00:00,10.8,90,0.20,12.7,14.5,0.245,0.134,2.7,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-10 23:00:00,10.3,94,0.10,12.3,14.4,0.245,0.134,2.4,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-11 00:00:00,10.0,97,0.10,11.9,14.3,0.245,0.134,1.7,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-11 01:00:00,9.9,96,0.00,11.6,14.1,0.245,0.134,2.3,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-11 02:00:00,9.7,96,0.00,11.4,14.0,0.245,0.134,4.0,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-11 03:00:00,9.4,98,0.00,11.2,13.8,0.245,0.135,3.1,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-11 04:00:00,8.6,100,0.00,11.2,13.9,0.241,0.135,2.7,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-11 05:00:00,8.6,100,0.00,10.9,13.7,0.241,0.135,2.2,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-11 06:00:00,8.6,100,0.00,10.6,13.6,0.240,0.136,2.1,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-11 07:00:00,9.2,98,0.00,10.5,13.4,0.240,0.136,2.7,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-11 08:00:00,10.1,92,0.00,10.8,13.3,0.240,0.136,0.8,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-11 09:00:00,11.2,83,0.10,11.5,13.2,0.240,0.136,3.2,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-11 10:00:00,12.8,73,0.10,12.8,13.1,0.240,0.136,4.4,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-11 11:00:00,14.2,63,0.10,14.3,13.1,0.239,0.136,4.6,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-11 12:00:00,15.6,54,0.10,16.0,13.2,0.237,0.136,3.7,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-11 13:00:00,16.4,51,0.10,17.3,13.4,0.235,0.137,3.6,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-11 14:00:00,17.5,46,0.00,18.5,13.6,0.232,0.137,3.2,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-11 15:00:00,18.2,43,0.00,19.3,13.9,0.229,0.137,4.8,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-11 16:00:00,18.5,40,0.00,19.6,14.0,0.227,0.136,3.9,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-11 17:00:00,18.5,40,0.00,19.6,14.2,0.225,0.136,4.2,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-11 18:00:00,17.6,42,0.00,18.9,14.4,0.224,0.136,6.8,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-11 19:00:00,17.0,46,0.00,18.2,14.6,0.222,0.136,6.7,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-11 20:00:00,14.8,67,0.00,17.1,14.7,0.222,0.136,3.6,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-11 21:00:00,12.9,76,0.00,15.8,14.8,0.222,0.137,3.8,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-11 22:00:00,11.9,82,0.00,14.6,14.8,0.221,0.137,4.6,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-11 23:00:00,11.3,82,0.00,13.5,14.7,0.221,0.137,2.4,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-12 00:00:00,10.9,81,0.00,12.6,14.6,0.221,0.137,1.8,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-12 01:00:00,10.6,83,0.00,11.8,14.4,0.221,0.137,1.3,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-12 02:00:00,10.1,85,0.00,11.3,14.3,0.220,0.137,3.3,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-12 03:00:00,9.8,84,0.00,10.8,14.1,0.220,0.137,0.9,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-12 04:00:00,10.1,81,0.00,11.2,14.2,0.210,0.134,2.0,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-12 05:00:00,9.8,80,0.00,10.6,14.0,0.209,0.134,2.7,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-12 06:00:00,9.3,82,0.00,10.1,13.9,0.209,0.134,3.6,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-12 07:00:00,10.3,82,0.00,10.2,13.7,0.209,0.134,4.9,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-12 08:00:00,12.5,76,0.00,11.1,13.5,0.209,0.134,4.2,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-12 09:00:00,14.6,61,0.00,12.7,13.4,0.208,0.134,3.9,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-12 10:00:00,16.0,50,0.00,14.4,13.4,0.206,0.135,8.6,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-12 11:00:00,16.8,45,0.00,16.0,13.5,0.204,0.135,10.8,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-12 12:00:00,17.3,44,0.00,17.4,13.7,0.202,0.135,11.2,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-12 13:00:00,17.4,44,0.00,18.5,13.8,0.200,0.135,11.7,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-12 14:00:00,17.1,46,0.00,19.0,14.1,0.197,0.135,15.8,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-12 15:00:00,17.2,46,0.00,19.4,14.3,0.195,0.135,16.5,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-12 16:00:00,16.3,49,0.00,19.2,14.3,0.195,0.136,16.3,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-12 17:00:00,15.7,51,0.00,19.0,14.5,0.193,0.136,14.4,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-12 18:00:00,15.1,53,0.00,18.4,14.7,0.192,0.136,9.5,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-12 19:00:00,14.4,55,0.00,17.6,14.8,0.191,0.136,9.0,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-12 20:00:00,13.2,62,0.00,16.5,14.9,0.191,0.136,9.8,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-12 21:00:00,12.3,68,0.00,15.5,14.9,0.190,0.136,7.5,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-12 22:00:00,11.8,72,0.00,14.7,14.9,0.190,0.136,6.5,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-12 23:00:00,10.5,85,0.00,13.9,14.8,0.190,0.136,4.5,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-13 00:00:00,9.0,94,0.00,12.9,14.7,0.190,0.136,3.7,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-13 01:00:00,7.9,97,0.00,12.0,14.6,0.190,0.136,4.2,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-13 02:00:00,8.0,97,0.00,11.5,14.4,0.190,0.136,3.7,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-13 03:00:00,8.7,93,0.00,11.2,14.3,0.190,0.136,3.6,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-13 04:00:00,8.4,93,0.00,11.4,14.1,0.185,0.134,4.3,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-13 05:00:00,8.6,92,0.00,11.1,14.0,0.185,0.134,3.3,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-13 06:00:00,8.6,90,0.00,10.8,13.8,0.185,0.134,2.9,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-13 07:00:00,9.2,84,0.10,10.9,13.7,0.185,0.134,4.8,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-13 08:00:00,9.6,80,0.00,11.1,13.5,0.185,0.134,5.8,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-13 09:00:00,10.8,70,0.00,11.8,13.4,0.184,0.134,7.7,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-13 10:00:00,12.2,59,0.00,13.0,13.4,0.183,0.134,10.4,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-13 11:00:00,13.1,54,0.00,14.2,13.4,0.182,0.134,13.0,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-13 12:00:00,13.7,51,0.00,15.3,13.4,0.181,0.134,13.5,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-13 13:00:00,15.0,45,0.00,16.7,13.6,0.179,0.134,12.3,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-13 14:00:00,15.1,43,0.00,17.5,13.7,0.177,0.134,11.7,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-13 15:00:00,15.0,45,0.00,18.0,13.9,0.175,0.134,11.1,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-13 16:00:00,14.3,44,0.00,17.3,13.9,0.175,0.134,9.1,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-13 17:00:00,14.1,45,0.00,17.1,14.0,0.174,0.134,9.1,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-13 18:00:00,13.6,46,0.00,16.6,14.1,0.173,0.134,9.0,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-13 19:00:00,13.2,47,0.00,16.1,14.2,0.172,0.134,7.7,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-13 20:00:00,12.0,57,0.00,15.1,14.2,0.172,0.134,4.1,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-13 21:00:00,10.3,71,0.00,13.9,14.2,0.172,0.134,3.9,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-13 22:00:00,8.9,85,0.00,12.8,14.1,0.172,0.134,4.0,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-13 23:00:00,7.9,93,0.00,11.9,14.0,0.172,0.134,3.2,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-14 00:00:00,8.1,94,0.00,11.4,13.9,0.172,0.134,3.1,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-14 01:00:00,8.1,95,0.00,11.0,13.8,0.172,0.134,1.9,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-14 02:00:00,7.6,97,0.00,10.6,13.6,0.171,0.134,1.1,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-14 03:00:00,7.5,95,0.00,10.2,13.5,0.171,0.134,2.3,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-14 04:00:00,7.7,91,0.00,10.8,13.4,0.176,0.137,3.1,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-14 05:00:00,7.2,90,0.00,10.2,13.3,0.176,0.137,2.4,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-14 06:00:00,6.6,91,0.00,9.5,13.1,0.176,0.137,1.9,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-14 07:00:00,7.4,91,0.00,9.2,12.9,0.176,0.137,2.9,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-14 08:00:00,9.7,73,0.00,10.0,12.8,0.176,0.137,3.1,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-14 09:00:00,11.7,60,0.00,11.4,12.7,0.175,0.137,2.6,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-14 10:00:00,12.9,48,0.00,13.0,12.7,0.175,0.137,2.7,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-14 11:00:00,13.8,42,0.10,14.7,12.7,0.174,0.137,0.8,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-14 12:00:00,14.0,43,0.00,15.9,12.9,0.173,0.137,1.7,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-14 13:00:00,14.5,42,0.00,17.0,13.0,0.171,0.137,1.8,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-14 14:00:00,15.1,41,0.00,18.3,13.2,0.169,0.137,2.2,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-14 15:00:00,15.5,40,0.00,18.7,13.4,0.168,0.137,2.4,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-14 16:00:00,15.3,45,0.00,18.5,13.5,0.171,0.138,4.6,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-14 17:00:00,15.5,44,0.00,18.8,13.7,0.169,0.138,3.1,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-14 18:00:00,15.3,44,0.00,18.6,13.9,0.168,0.138,1.8,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-14 19:00:00,14.7,45,0.00,17.8,14.1,0.167,0.138,2.8,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-14 20:00:00,13.2,60,0.00,16.6,14.2,0.167,0.138,3.7,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-14 21:00:00,11.7,73,0.00,15.1,14.2,0.167,0.138,2.8,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-14 22:00:00,10.9,76,0.00,13.8,14.2,0.167,0.138,1.5,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-14 23:00:00,9.9,77,0.00,12.6,14.1,0.167,0.138,1.1,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-15 00:00:00,9.1,80,0.00,11.6,14.0,0.167,0.138,0.6,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-15 01:00:00,8.2,84,0.00,10.8,13.9,0.167,0.138,2.3,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-15 02:00:00,7.7,84,0.00,10.1,13.7,0.167,0.138,2.5,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-15 03:00:00,7.5,84,0.00,9.4,13.5,0.167,0.138,1.9,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-15 04:00:00,7.0,78,0.00,8.9,13.5,0.151,0.128,3.6,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-15 05:00:00,6.7,80,0.00,8.5,13.3,0.151,0.128,3.8,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-15 06:00:00,6.5,81,0.00,8.0,13.1,0.151,0.128,4.2,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-15 07:00:00,8.2,76,0.00,8.1,12.9,0.151,0.128,3.5,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-15 08:00:00,10.1,68,0.00,9.3,12.7,0.151,0.128,3.1,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-15 09:00:00,12.5,58,0.00,11.1,12.6,0.150,0.128,1.1,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-15 10:00:00,14.6,50,0.00,13.3,12.6,0.150,0.128,1.9,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-15 11:00:00,16.3,46,0.00,15.6,12.7,0.148,0.128,4.6,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-15 12:00:00,17.7,44,0.00,17.7,12.8,0.147,0.128,7.2,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-15 13:00:00,18.8,40,0.00,19.5,13.1,0.145,0.128,10.0,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-15 14:00:00,19.7,36,0.00,20.9,13.4,0.144,0.128,10.6,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-15 15:00:00,20.4,32,0.00,21.9,13.7,0.142,0.128,9.3,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-15 16:00:00,21.1,30,0.00,22.2,13.9,0.142,0.128,12.0,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-15 17:00:00,20.3,39,0.00,22.2,14.3,0.141,0.128,13.8,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-15 18:00:00,19.7,43,0.00,21.8,14.5,0.140,0.128,14.2,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-15 19:00:00,18.0,57,0.00,20.8,14.8,0.140,0.128,12.3,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-15 20:00:00,16.2,66,0.00,19.5,15.0,0.139,0.129,7.1,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-15 21:00:00,14.3,73,0.00,17.9,15.1,0.139,0.129,5.1,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-15 22:00:00,14.1,72,0.00,16.7,15.1,0.139,0.129,6.8,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-15 23:00:00,13.0,75,0.00,15.7,15.1,0.139,0.129,5.1,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-16 00:00:00,12.4,76,0.00,14.8,15.1,0.139,0.129,6.3,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-16 01:00:00,10.8,81,0.00,13.8,15.0,0.139,0.129,4.6,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-16 02:00:00,11.4,79,0.00,13.3,14.9,0.139,0.129,3.2,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-16 03:00:00,11.1,79,0.00,12.9,14.8,0.139,0.129,2.9,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-16 04:00:00,11.6,76,0.00,13.5,14.9,0.125,0.129,0.9,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-16 05:00:00,11.4,71,0.00,13.2,14.8,0.126,0.129,3.5,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-16 06:00:00,11.1,69,0.00,12.9,14.7,0.126,0.129,4.9,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-16 07:00:00,11.1,69,0.00,12.7,14.6,0.126,0.129,3.4,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-16 08:00:00,11.4,68,0.00,12.9,14.5,0.126,0.129,4.0,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-16 09:00:00,11.9,70,0.20,13.2,14.4,0.127,0.129,7.0,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-16 10:00:00,12.5,70,0.20,13.7,14.4,0.129,0.129,8.4,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-16 11:00:00,13.7,66,0.20,14.8,14.4,0.130,0.129,8.8,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-16 12:00:00,15.1,60,0.00,15.7,14.4,0.130,0.129,11.9,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-16 13:00:00,13.8,72,0.30,15.6,14.4,0.132,0.129,12.0,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-16 14:00:00,14.3,77,0.60,15.5,14.4,0.137,0.129,10.9,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-16 15:00:00,14.1,83,1.10,15.4,14.4,0.147,0.129,16.9,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-16 16:00:00,13.5,86,0.50,14.7,14.3,0.156,0.129,9.3,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-16 17:00:00,13.1,93,0.70,14.3,14.3,0.164,0.129,7.9,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-16 18:00:00,13.0,94,1.30,14.1,14.2,0.180,0.129,8.4,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-16 19:00:00,12.6,96,1.00,13.7,14.2,0.192,0.129,6.9,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-16 20:00:00,12.5,97,0.80,13.4,14.1,0.203,0.129,4.3,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-16 21:00:00,12.5,96,0.20,13.1,14.1,0.206,0.129,5.8,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-16 22:00:00,12.4,95,0.40,12.9,14.0,0.211,0.129,6.9,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-16 23:00:00,12.1,96,1.20,12.7,13.9,0.227,0.129,4.8,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-17 00:00:00,11.7,97,0.70,12.5,13.8,0.236,0.129,5.9,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-17 01:00:00,10.8,95,0.60,12.2,13.8,0.243,0.129,7.3,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-17 02:00:00,10.0,94,1.50,11.7,13.7,0.262,0.13,7.6,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-17 03:00:00,9.2,95,1.50,11.2,13.5,0.281,0.13,9.2,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-17 04:00:00,8.7,93,0.30,10.5,13.4,0.215,0.129,7.4,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-17 05:00:00,8.9,92,0.20,10.3,13.3,0.216,0.129,7.2,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-17 06:00:00,8.7,95,0.10,10.1,13.1,0.217,0.129,7.0,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-17 07:00:00,8.7,90,0.10,10.0,12.9,0.217,0.129,7.4,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
2025-05-17 08:00:00,8.9,87,0.00,9.9,12.8,0.217,0.129,6.8,42.636204,25.353981,442.0,10800,Europe/Sofia,GMT+3
